Var1,mediandff,registered,maskdff,combmaskdff
1,-0.0421686746987952,0,0.0167180005857561,-0.00188437140387054
2,-0.0471910112359551,0,0.0124993229501762,-0.00387876333891546
3,-0.0474967907573813,0,0.0148478432807708,-0.00194615245255103
4,-0.0479041916167665,0,0.0132194417869074,-0.00435258387299264
5,-0.045904590459046,0,0.0162821246734057,-0.00153046657805411
6,-0.0475477349307376,0,0.0123399237824342,-0.00409376405735351
7,-0.0471910112359551,0,0.0145409443092259,-0.00026039488131091
8,-0.0487179487179487,0,0.0120351526580635,-0.0038776888019928
9,-0.051789077212806,0,0.01180218567489,-0.00277926557967367
10,-0.044382801664355,0,0.0174057128234,-6.01292927995267e-05
11,-0.0479041916167665,0,0.0138112773958332,-0.00177630948914553
12,-0.0466355762824783,0,0.014569853120147,-0.000642807746427554
13,-0.0438144329896907,0,0.01554383945061,0.00136635927944595
14,-0.0397053208791672,0,0.0170396614309287,-1.72603375695468e-05
15,-0.0473856209150327,0,0.0143686011567119,-0.00200574554394972
16,-0.0431293881644935,0,0.0158511122350515,-0.00221800082657597
17,-0.0407239819004525,0,0.0204618522582796,0.00529982548381391
18,-0.0461192350956131,0,0.0177874941191698,-0.000309891019153352
19,-0.0418648905803996,0,0.018402776889471,0.00314940322834145
20,-0.0467625899280576,0,0.0150698276707988,-2.94993005081068e-05
21,-0.0454189506656226,0,0.0163597732266407,-0.000653521983737027
22,-0.0428893905191873,0,0.0168331790529126,-0.000210158022907359
23,-0.045045045045045,0,0.0154356441274752,0.00128665429385144
24,-0.0518783542039356,0,0.010285003763582,-0.00531448250610544
25,-0.0462724935732648,0,0.017993931073867,0.00196619069101645
26,-0.0458265139116203,0,0.0141938514715072,-0.000863322021676605
27,-0.045045045045045,0,0.0193572318975712,0.00186031590123492
28,-0.0495303159692571,0,0.0109128856429457,-0.00197549375356576
29,-0.0464015151515151,0,0.0147794348350676,0.000715010349266132
30,-0.0442622950819672,0,0.0153514500990779,-0.00121888107800594
31,-0.0460000000000001,0,0.0121365391786961,-0.00318329071764645
32,-0.0527256478999106,0,0.0110869186314104,-0.00242557880058647
33,-0.0418648905803996,0,0.0185054603710015,0.00327582854504804
34,-0.0513737744987913,0,0.0123295816197084,-0.0006119178925591
35,-0.0479041916167665,0,0.0162842192373476,-0.000201626897986862
36,-0.0403899721448468,0,0.0180804900496745,0.00163864580575823
37,-0.0458265139116204,0,0.0148750276202383,-0.00120420352080441
38,-0.0427453341360626,0,0.0160113003597837,-6.08389040190893e-06
39,-0.043609022556391,0,0.0179440028144329,0.00202869695807939
40,-0.0458265139116204,0,0.0183926288428096,0.000471880371846423
41,-0.0392749244712991,0,0.0200512795316601,0.00261321792802849
42,-0.0461192350956131,0,0.0144432905657947,0.00307723521912995
43,-0.045045045045045,0,0.0178610720492458,0.00472713212135467
44,-0.0370639534883721,0,0.0208390065505468,0.00348055081156295
45,-0.043921568627451,0,0.0189773521017425,0.00624731971979964
46,-0.0418364000924597,0,0.0186048187826298,0.00318494095045918
47,-0.033434650455927,0,0.0226219543313049,0.0056155713995576
48,-0.0383064516129032,0,0.0213958817733677,0.00513531024474223
49,-0.0421686746987952,0,0.0171393925724397,0.000309052624965611
50,-0.0410132689987937,0,0.0224530987368623,0.000883392832649932
51,-0.0415913200723328,0,0.0190490954470999,-0.00166240560226139
52,-0.0460000000000001,0,0.0182661738719272,-0.0039664634621549
53,-0.0464767616191904,0,0.0175405477677768,-0.00317201008669754
54,0.531260518281053,0,0.692160701385111,0.513267568314968
55,2.05513784461153,0,2.07242881030404,1.77773933748226
56,2.05566600397614,0,2.07865082478242,1.77647763907284
57,2.02693965517241,0,2.04870769726741,1.75785875736173
58,2.01822323462415,0,2.03756467382725,1.73553043220191
59,1.97196261682243,0,1.99001195291401,1.70251474714236
60,1.96503496503496,0,1.98701702752591,1.6813831059862
61,1.91312056737589,0,1.9439444652115,1.65642633728289
62,1.89090909090909,0,1.92282071719598,1.64025765336304
63,1.88176157385322,0,1.90944697874904,1.62343358950345
64,1.86841582404167,0,1.88858410201914,1.60555115879481
65,1.83098255909647,0,1.85692596176489,1.58691903860848
66,1.83009708737864,0,1.85848738668754,1.57338213631627
67,1.82393822393822,0,1.85755370856375,1.56305061142832
68,1.81782642689601,0,1.83967626778569,1.55315438826169
69,1.77003484320557,0,1.80533894200457,1.5444206746556
70,1.77694610778443,0,1.80987149454835,1.52793097173642
71,1.78540145985401,0,1.82167725747869,1.51542982956551
72,1.73945147679325,0,1.77595990099317,1.51441475245181
73,1.75772357723577,0,1.78197829113477,1.50185874316387
74,1.72035398230089,0,1.74877197451989,1.49208291649872
75,1.72019867549669,0,1.75654576240796,1.48389327825889
76,1.718828326003,0,1.74934707979407,1.48280402050006
77,1.72386759581882,0,1.76099866795174,1.47188134660176
78,1.71699438202247,0,1.74821803680772,1.46636176379788
79,1.70408163265306,0,1.73726400090509,1.45615222369792
80,1.71022727272727,0,1.73707762484429,1.45212139001932
81,1.66666666666667,0,1.70430758447871,1.4422509988895
82,1.68719344036245,0,1.72044432879164,1.43627664059431
83,1.67762630312751,0,1.70725746822625,1.42872175565382
84,1.65,0,1.68649876388962,1.42037904710172
85,1.66599597585513,0,1.70605267274225,1.4153771557011
86,1.65,0,1.68592880993953,1.41551518193197
87,1.64333565916148,0,1.68025627486329,1.40646348734571
88,1.63450292397661,0,1.67418610970579,1.40063780276034
89,1.625814863103,0,1.66555407161553,1.39465374708475
90,1.62924281984334,0,1.66742337026314,1.39207603028336
91,1.61728395061728,0,1.65399585978766,1.39107231039617
92,1.6302729528536,0,1.66259572525374,1.38250690106188
93,1.6052525997027,0,1.64649600710821,1.37859073046696
94,1.60242517797267,0,1.63752693047349,1.37559310659134
95,1.58868894601542,0,1.62741385999578,1.37238490105267
96,1.60016353229763,0,1.63780507165986,1.36303337120971
97,1.58012170385396,0,1.61956294628864,1.35970029862532
98,1.58536585365854,0,1.62058419003294,1.3564953029118
99,1.58375,0,1.63163573505363,1.35899756890723
100,1.56532023144894,0,1.60016215289453,1.350851924402
