Var1,mediandff,registered,maskdff,combmaskdff,indivmaskdff,mediansnr
1,-0.0909090909090909,0,-0.00655864633059788,-0.0267447056250606,-0.148936170212766,-0.415604707296816
2,-0.0987124463519314,0,-0.00920234644445761,-0.0280328207223317,-0.148936170212766,-0.447213595499958
3,-0.0952380952380952,0,-0.00955954074650001,-0.0290854669972472,-0.148936170212766,-0.438250490089278
4,-0.11214953271028,0,-0.0177412101258319,-0.0306772659727651,-0.202127659574468,-0.5
5,-0.114754098360656,0,-0.0234120369455724,-0.0360088331423324,-0.148936170212766,-0.521950022029405
6,-0.132420091324201,0,-0.0385274767170268,-0.0457181323153851,-0.202127659574468,-0.603859639855542
7,-0.130434782608696,0,-0.0341345087396612,-0.0452272360532254,-0.202127659574468,-0.588006491449651
8,-0.12639405204461,0,-0.0389766942050904,-0.0461999000859791,-0.202127659574468,-0.579324122021658
9,-0.12962816632368,0,-0.0344485227465801,-0.045110950647113,-0.202127659574468,-0.577350269189626
10,0.171171171171171,0,0.662111945934853,0.33280531156144,0.223404255319149,0.790510634461692
11,2.62204724409449,0,2.66680656685287,2.49260616059106,2.35106382978723,11.75
12,2.6734693877551,0,2.70705733058134,2.57684689008707,2.35106382978723,11.839200423452
13,2.70820668693009,0,2.73306825852922,2.57123895864316,2.40425531914894,12.0639265313286
14,2.65853658536585,0,2.6998744154051,2.5500922543216,2.35106382978723,11.8632524788858
15,2.65546218487395,0,2.686273549811,2.53894892812552,2.35106382978723,11.8327632324105
16,2.58974358974359,0,2.63319360680459,2.52561713701407,2.29787234042553,11.5265420041068
17,2.61570247933884,0,2.65159184367765,2.50990359271832,2.35106382978723,11.6657691617251
18,2.61386138613861,0,2.64984826478054,2.49741873325276,2.35106382978723,11.6290490844564
19,2.60411379018613,0,2.65166791888298,2.49080986540285,2.35106382978723,11.6151127972155
20,2.61399906336684,0,2.66906710713169,2.4817726797584,2.29787234042553,11.6485537618273
21,2.58974358974359,0,2.61716722667934,2.46883096610583,2.35106382978723,11.5722582807407
22,2.58208955223881,0,2.62762033582522,2.46322741485715,2.29787234042553,11.5811713315953
23,2.56090323514511,0,2.61463275791383,2.45614728410857,2.29787234042553,11.3884320932325
24,2.53103537545495,0,2.5807851911606,2.45023628250153,2.29787234042553,11.3581199091506
25,2.60824742268041,0,2.64927442870624,2.44685028850595,2.35106382978723,11.6766164249395
26,2.61224489795918,0,2.65318035297243,2.44340440145441,2.40425531914894,11.748136998523
27,9,0,7.56826152141841,-0.248077366243199,5.27659574468085,32.5010407073193
